"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
2561,177,9172228,"Reuler, Centre Scolaire","",1,,,,
2561,198,9172227,"Reuler, Centre Scolaire","",1,,,,
2561,33,9172199,"Reuler, Centre Scolaire","",1,,,,
2561,159,9172198,"Reuler, Centre Scolaire","",1,,,,
2561,171,9421909,"Reuler, Centre Scolaire","",1,,,,
2561,199,9421908,"Reuler, Centre Scolaire","",1,,,,
2561,177,9172214,"Clervaux, Gare routière/Lycée","",1,138,,,
2561,171,9421916,"Clervaux, Gare routière/Lycée","",1,283,,,
2491,27,9176432,"Luxembourg, Gare Centrale Quai 104","",0,,,,
2489,27,9176306,"Capellen, Centre de Réadaptation","",0,,,,
2489,27,9176305,"Luxembourg, Gare Centrale","",1,,,,
2488,27,9174519,"Lentzweiler, An der Feckel","",0,,,,
2488,27,9174517,"Lentzweiler, An der Feckel","",0,,,,
2488,27,9174516,"Lentzweiler, An der Feckel","",0,,,,
2488,207,9174510,"Bastogne, Centre Sportif","",1,,,,
2488,27,9174514,"Bastogne, Centre Sportif","",1,,,,
2488,27,9174512,"Bastogne, Centre Sportif","",1,,,,
2487,27,9171960,"Dosberbréck","",0,,,,
2487,64,9171973,"Marnach, Geschäftszenter","",0,,,,
2487,64,9171972,"Marnach, Geschäftszenter","",0,,,,
2487,64,9171971,"Marnach, Geschäftszenter","",0,,,,
2487,27,9171970,"Marnach, Geschäftszenter","",0,,,,
2487,27,9171969,"Marnach, Geschäftszenter","",0,,,,
2487,33,9171968,"Marnach, Geschäftszenter","",0,,,,
2487,33,9171967,"Marnach, Geschäftszenter","",0,,,,
2487,64,9171961,"Marnach, Geschäftszenter","",0,,,,
2487,33,9171962,"Marnach, Geschäftszenter","",0,,,,
2487,27,9171966,"Marnach, Geschäftszenter","",0,,,,
2487,27,9171965,"Marnach, Geschäftszenter","",0,,,,
2487,27,9171964,"Marnach, Geschäftszenter","",0,,,,
2487,27,9171953,"Clervaux, Gare routière/Lycée","",1,,,,
2487,64,9171952,"Clervaux, Gare routière/Lycée","",1,,,,
2487,64,9171949,"Clervaux, Gare routière/Lycée","",1,,,,
2487,27,9171948,"Clervaux, Gare routière/Lycée","",1,,,,
2487,27,9171947,"Clervaux, Gare routière/Lycée","",1,,,,
2487,27,9171951,"Clervaux, Gare routière/Lycée","",1,,,,
2487,27,9171950,"Clervaux, Gare routière/Lycée","",1,,,,
2487,64,9171959,"Drauffelt, Park & Rail","",1,,,,
2487,64,9171958,"Drauffelt, Park & Rail","",1,,,,
2487,27,9171957,"Drauffelt, Park & Rail","",1,,,,
2487,27,9171956,"Drauffelt, Park & Rail","",1,,,,
2487,27,9171955,"Drauffelt, Park & Rail","",1,,,,
2487,64,9171954,"Drauffelt, Park & Rail","",1,,,,
2486,64,9167093,"Vianden, Plank","",0,,,,
2486,64,9167092,"Vianden, Plank","",0,,,,
2486,64,9167091,"Vianden, Plank","",0,,,,
2486,64,9167090,"Vianden, Plank","",0,,,,
2486,64,9167089,"Vianden, Plank","",0,,,,
2486,64,9167088,"Vianden, Gare","",1,,,,
2486,64,9167087,"Vianden, Gare","",1,,,,
2486,64,9167086,"Vianden, Gare","",1,,,,
2485,27,9166697,"Diekirch, Hall logistique","",0,,,,
2485,33,9166692,"Diekirch, Hall logistique","",0,,,,
2485,177,9166687,"Diekirch, Hall logistique","",0,112,,,
2485,177,9166699,"Diekirch, Hall logistique","",0,113,,,
2485,171,9416536,"Diekirch, Hall logistique","",0,257,,,
2485,170,9416547,"Diekirch, Hall logistique","",0,258,,,
2485,10,9416535,"Ettelbruck, Gare","",1,,,,
2485,33,9166681,"Ettelbruck, Lycée Technique Agricole","",1,,,,
2485,177,9166675,"Ettelbruck, Gare","",1,112,,,
2485,177,9166686,"Ettelbruck, Lycée Technique Agricole","",1,113,,,
2485,171,9416530,"Ettelbruck, Gare","",1,257,,,
